Unnamed: 0,Latitude,Longitude,Skill_Level,Preferred_Group_Size,Cluster,Study_Group,Topics_of_Interest,Days_Available,Hours_Available,UserID
29.0,0.2935813923464405,1.1925313441656982,1,2,15.0,Group_Statistics,"Machine Learning,Statistics","Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","Hour_1,Hour_3,Hour_4,Hour_5,Hour_9,Hour_12,Hour_13,Hour_14,Hour_15,Hour_18,Hour_20,Hour_23",
653.0,1.2263376018517014,-1.347278206759955,0,2,15.0,Group_Statistics,Statistics,"Monday,Tuesday,Thursday,Saturday,Sunday","Hour_0,Hour_1,Hour_8,Hour_9,Hour_14,Hour_15,Hour_17,Hour_18,Hour_19,Hour_21",
911.0,1.0668092182902629,-0.1072415583353356,0,1,15.0,Group_Statistics,"Data Analysis,Machine Learning,Statistics","Monday,Wednesday,Thursday,Friday","Hour_0,Hour_4,Hour_5,Hour_6,Hour_8,Hour_9,Hour_12,Hour_13,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21",
684.0,-1.1832759207612005,-0.3250802583482853,0,2,15.0,Group_Statistics,"Data Analysis,Statistics","Monday,Thursday,Saturday,Sunday","Hour_0,Hour_1,Hour_5,Hour_6,Hour_8,Hour_9,Hour_12,Hour_14,Hour_21,Hour_22",
809.0,0.1040335212029658,-1.5981235909493865,1,2,15.0,Group_3,Big Data,"Monday,Thursday,Saturday","Hour_0,Hour_1,Hour_3,Hour_6,Hour_9,Hour_10,Hour_11,Hour_13,Hour_14,Hour_18,Hour_20",
186.0,0.2195143178101709,-0.1880737777029085,1,2,15.0,Group_Statistics,"Data Analysis,Machine Learning,Statistics","Monday,Thursday,Saturday,Sunday","Hour_0,Hour_1,Hour_6,Hour_8,Hour_9,Hour_12,Hour_13,Hour_14,Hour_15,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21",
735.0,-0.3116515259415197,1.136643713451217,0,0,15.0,Group_Statistics,"Data Analysis,Machine Learning,Statistics","Monday,Thursday,Friday,Saturday,Sunday","Hour_0,Hour_1,Hour_3,Hour_9,Hour_12,Hour_13,Hour_15,Hour_16,Hour_17,Hour_19,Hour_20,Hour_21",
535.0,0.7504996835825536,0.0938075867148883,2,0,46.0,Group_Python,Python,"Wednesday,Sunday","Hour_0,Hour_1,Hour_2,Hour_7,Hour_12,Hour_17,Hour_18,Hour_19,Hour_20,Hour_23",
311.0,-0.4339777741159982,-0.3931487902130315,1,2,46.0,Group_Python,"Data Analysis,Python,Statistics","Monday,Wednesday,Thursday,Sunday","Hour_1,Hour_3,Hour_4,Hour_6,Hour_7,Hour_10,Hour_13,Hour_15,Hour_17,Hour_20,Hour_23",
598.0,-1.1182049733253807,-1.536282655629286,2,1,46.0,Group_3,Machine Learning,"Monday,Tuesday,Thursday,Sunday","Hour_0,Hour_3,Hour_8,Hour_14,Hour_16,Hour_17,Hour_20",
416.0,-0.2924579477600426,0.1980141823678064,2,1,46.0,Group_Python,"Data Analysis,Python,Statistics","Tuesday,Sunday","Hour_0,Hour_2,Hour_4,Hour_7,Hour_11,Hour_13,Hour_14,Hour_19,Hour_20,Hour_21",
983.0,-1.0352511270765463,-1.0387443288313136,2,2,46.0,Group_Python,"Machine Learning,Python,SQL",Wednesday,"Hour_0,Hour_1,Hour_2,Hour_4,Hour_5,Hour_6,Hour_7,Hour_10,Hour_12,Hour_13,Hour_17,Hour_19,Hour_20",
255.0,-1.154665507932431,-1.6249955303298185,2,1,46.0,Group_Python,"Big Data,Data Analysis,Python","Tuesday,Sunday","Hour_3,Hour_4,Hour_8,Hour_10,Hour_11,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_20",
162.0,0.6662374282516093,-0.9319263905731372,1,0,46.0,Group_Python,Python,Friday,"Hour_0,Hour_2,Hour_4,Hour_7,Hour_8,Hour_10,Hour_12,Hour_13,Hour_14,Hour_15,Hour_17,Hour_20,Hour_23",
627.0,-0.9290681903689012,-0.7327054647660236,1,0,46.0,Group_Statistics,"Machine Learning,Statistics","Saturday,Sunday","Hour_0,Hour_5,Hour_7,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_19,Hour_20,Hour_21",
742.0,0.1892562250896289,-1.4284281000934578,2,2,46.0,Group_Python,Python,"Tuesday,Thursday","Hour_4,Hour_5,Hour_10,Hour_14,Hour_16,Hour_17,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23",
502.0,-1.2325487283272225,-0.2142540147654924,2,2,46.0,Group_Python,"Python,Statistics","Monday,Tuesday,Sunday","Hour_0,Hour_3,Hour_4,Hour_7,Hour_9,Hour_12,Hour_13,Hour_14,Hour_18,Hour_19,Hour_23",
564.0,-0.704049032539334,-0.7089598927312251,2,1,46.0,Group_Python,Python,Sunday,"Hour_0,Hour_4,Hour_10,Hour_13,Hour_14,Hour_17,Hour_19,Hour_20,Hour_23",
695.0,-0.0479709670290444,-0.4868810172773103,1,2,13.0,Group_Python,"Python,SQL","Wednesday,Friday,Saturday","Hour_0,Hour_1,Hour_3,Hour_4,Hour_5,Hour_6,Hour_9,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_19,Hour_20,Hour_22,Hour_23",
536.0,-0.6751776737800639,1.5554362294388933,2,1,13.0,Group_Python,Python,"Tuesday,Thursday,Friday,Sunday","Hour_0,Hour_1,Hour_3,Hour_5,Hour_6,Hour_10,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_19,Hour_21,Hour_22,Hour_23",
922.0,-0.0633494170665715,-0.0605482767627462,1,1,13.0,Group_Python,Python,"Wednesday,Friday","Hour_0,Hour_1,Hour_3,Hour_5,Hour_6,Hour_7,Hour_9,Hour_11,Hour_12,Hour_13,Hour_14,Hour_16,Hour_17,Hour_19,Hour_21,Hour_22",
506.0,-0.4645809797192737,0.2316445671988938,1,1,13.0,Group_Python,"Machine Learning,Python,SQL","Tuesday,Wednesday,Thursday,Friday,Saturday","Hour_0,Hour_1,Hour_3,Hour_4,Hour_6,Hour_7,Hour_10,Hour_11,Hour_12,Hour_14,Hour_16,Hour_18,Hour_20,Hour_21,Hour_22,Hour_23",
172.0,-1.0195472725903978,0.63209743213462,0,2,13.0,Group_Big Data,"Big Data,Data Analysis,Statistics","Friday,Sunday","Hour_0,Hour_6,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_16,Hour_17,Hour_19,Hour_21,Hour_22,Hour_23",
423.0,0.8846356971484614,0.751984614084228,1,1,13.0,Group_Python,"Python,SQL,Statistics","Tuesday,Thursday,Friday","Hour_0,Hour_2,Hour_3,Hour_7,Hour_8,Hour_11,Hour_12,Hour_13,Hour_14,Hour_16,Hour_17,Hour_19,Hour_21,Hour_22",
910.0,-0.2143876538126603,-0.8201914961298108,2,2,13.0,Group_Python,Python,"Tuesday,Wednesday,Friday","Hour_0,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_9,Hour_10,Hour_12,Hour_13,Hour_16,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23",
354.0,0.1263703597680869,0.2085992913097605,0,0,13.0,Group_Python,Python,"Monday,Tuesday,Wednesday,Friday,Sunday","Hour_1,Hour_2,Hour_3,Hour_5,Hour_6,Hour_7,Hour_8,Hour_10,Hour_11,Hour_12,Hour_14,Hour_15,Hour_16,Hour_19,Hour_20,Hour_21,Hour_22",
89.0,-1.020947686984087,0.0817490923992764,0,0,13.0,Group_Python,"Machine Learning,Python,SQL","Tuesday,Friday,Saturday,Sunday","Hour_0,Hour_3,Hour_5,Hour_6,Hour_9,Hour_12,Hour_14,Hour_16,Hour_17,Hour_18,Hour_19,Hour_21,Hour_22,Hour_23",
177.0,-0.86278328559181,0.2370042255421627,0,2,13.0,Group_Big Data,"Big Data,Statistics",Wednesday,"Hour_1,Hour_3,Hour_4,Hour_11,Hour_12,Hour_13,Hour_14,Hour_16,Hour_17,Hour_19,Hour_20,Hour_21",
912.0,-0.7185255721804559,0.1655972652286045,1,1,13.0,Group_Big Data,Big Data,"Tuesday,Friday,Saturday","Hour_1,Hour_3,Hour_6,Hour_11,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_19,Hour_21,Hour_22,Hour_23",
891.0,-1.1532990989054446,-0.2635028030676332,0,1,13.0,Group_Python,"Python,SQL","Tuesday,Wednesday,Thursday","Hour_0,Hour_2,Hour_3,Hour_5,Hour_8,Hour_9,Hour_10,Hour_11,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22",
806.0,-0.478188019258816,0.6034862076264339,0,0,13.0,Group_Python,"Data Analysis,Python","Tuesday,Wednesday,Thursday,Saturday,Sunday","Hour_1,Hour_3,Hour_5,Hour_11,Hour_12,Hour_13,Hour_17,Hour_18,Hour_19,Hour_21,Hour_22",
540.0,0.0343742467629746,0.3925464981566111,1,1,13.0,Group_3,"Data Analysis,Machine Learning",Wednesday,"Hour_0,Hour_5,Hour_6,Hour_8,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_19,Hour_21,Hour_22,Hour_23",
857.0,-0.8170255760853923,0.0471178098877215,2,0,13.0,Group_SQL,SQL,"Tuesday,Friday","Hour_1,Hour_3,Hour_5,Hour_6,Hour_7,Hour_11,Hour_12,Hour_13,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23",
776.0,-0.4631825811832941,-0.3543725269074174,0,1,13.0,Group_Python,Python,"Monday,Wednesday,Friday,Saturday,Sunday","Hour_1,Hour_2,Hour_3,Hour_6,Hour_7,Hour_9,Hour_10,Hour_12,Hour_13,Hour_16,Hour_19,Hour_20,Hour_21,Hour_22",
557.0,1.7246580288697786,-0.0757922678001912,0,2,2.0,Group_Data Analysis,"Big Data,Data Analysis,SQL","Monday,Tuesday,Thursday,Friday,Saturday,Sunday","Hour_0,Hour_6,Hour_8,Hour_13,Hour_14,Hour_15,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_23",
266.0,0.2629816117441277,-1.0873199563591989,0,1,2.0,Group_Data Analysis,"Big Data,Data Analysis,Statistics","Monday,Friday,Sunday","Hour_0,Hour_3,Hour_4,Hour_6,Hour_7,Hour_8,Hour_10,Hour_12,Hour_13,Hour_14,Hour_15,Hour_18,Hour_20,Hour_23",
796.0,1.3103770461914368,-0.3166877373468521,0,2,2.0,Group_3,Python,"Wednesday,Friday,Sunday","Hour_0,Hour_1,Hour_6,Hour_13,Hour_15,Hour_17,Hour_19,Hour_21,Hour_22",
832.0,0.6760019787823667,-0.3198851502031224,1,2,2.0,Group_Data Analysis,"Data Analysis,Machine Learning,SQL","Tuesday,Wednesday,Friday,Saturday,Sunday","Hour_0,Hour_6,Hour_8,Hour_11,Hour_12,Hour_13,Hour_14,Hour_16,Hour_17,Hour_18,Hour_20,Hour_22,Hour_23",
395.0,1.4435667026341588,1.1549406546192216,0,2,2.0,Group_Data Analysis,Data Analysis,"Monday,Wednesday,Friday","Hour_0,Hour_2,Hour_6,Hour_7,Hour_8,Hour_11,Hour_12,Hour_14,Hour_15,Hour_17,Hour_18,Hour_20,Hour_22,Hour_23",
324.0,1.5351213134437258,-0.6469310454442148,0,2,2.0,Group_Statistics,"Python,Statistics","Monday,Wednesday,Saturday,Sunday","Hour_0,Hour_1,Hour_5,Hour_6,Hour_7,Hour_8,Hour_10,Hour_11,Hour_12,Hour_15,Hour_16,Hour_17,Hour_19,Hour_22",
117.0,1.1994734600138497,-1.4622369196757503,0,1,2.0,Group_Statistics,Statistics,"Wednesday,Friday,Saturday,Sunday","Hour_0,Hour_1,Hour_4,Hour_5,Hour_7,Hour_8,Hour_13,Hour_15,Hour_17,Hour_19,Hour_21",
